"","hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref","na.rm"
"71","Stool_14.k141_220955_5/63-175","k141_220955_5/63-175","Stool_14","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"72","Stool_14.k141_240512_5/63-175","k141_240512_5/63-175","Stool_14","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"73","Stool_2.k141_180868_3/63-436","k141_180868_3/63-436","Stool_2","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0844010545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"74","Stool_2.k141_117145_1/1-120","k141_117145_1/1-120","Stool_2","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"75","Stool_2.k141_180868_4/11-147","k141_180868_4/11-147","Stool_2","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"76","Stool_3.k141_295308_1/63-412","k141_295308_1/63-412","Stool_3","['uncultured_bacterium__EF645667']",NA,TRUE,"uncultured_bacterium__EF645667",TRUE
"77","Stool_3.k141_310723_2/11-266","k141_310723_2/11-266","Stool_3","['uncultured_bacterium__EF645667']",0.141009722311175,TRUE,"uncultured_bacterium__EF645667",TRUE
"78","Stool_6.k141_148921_1/64-437","k141_148921_1/64-437","Stool_6","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"79","Stool_6.k141_148921_2/11-266","k141_148921_2/11-266","Stool_6","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"80","Stool_7.k141_215370_50/55-399","k141_215370_50/55-399","Stool_7","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.37291798423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"81","Stool_7.k141_215370_51/5-240","k141_215370_51/5-240","Stool_7","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.30205979648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"82","Stool_9.k141_270673_2/11-266","k141_270673_2/11-266","Stool_9","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"83","Stool_9.k141_270672_2/11-266","k141_270672_2/11-266","Stool_9","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.094403,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"84","Stool_9.k141_311318_4/63-251","k141_311318_4/63-251","Stool_9","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"85","Stool_9.k141_270673_5/63-251","k141_270673_5/63-251","Stool_9","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"86","Stool_9.k141_270673_1/2-210","k141_270673_1/2-210","Stool_9","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"87","Stool_9.k141_270672_1/2-210","k141_270672_1/2-210","Stool_9","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"88","OYVD01.1117.1_1/1-255","OYVD01","SAMN06165452","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"89","OYVD01.1117.1_2/1-80","OYVD01","SAMN06165452","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"90","UEPQ01.62.1_13/64-437","UEPQ01","SAMN06115483","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"91","UEPQ01.62.1_14/11-266","UEPQ01","SAMN06115483","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"92","OQDE01.41009.1_2/1-77","OQDE01","SAMD00036307","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"93","OWXA01.5389.1_2/11-266","OWXA01","SAMN05827029","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.057488,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"94","OWXA01.5389.1_1/97-239","OWXA01","SAMN05827029","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0735270545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"95","OYPH01.2748.1_1/63-178","OYPH01","SAMN06165653","['Desulfovibrio_sp._3_1_syn3__DsvSp230', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230",TRUE
"96","UPFD01.8591.1_2/63-436","UPFD01","SAMEA2737666","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.012267,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"97","UPFD01.8591.1_3/11-266","UPFD01","SAMEA2737666","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.055947,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"98","UPMZ01.5950.1_5/51-395","UPMZ01","SAMEA2737808","['Gordonibacter_pamelaeae_7-10-1-b__FP929047']",0.00759335274809365,TRUE,"Gordonibacter_pamelaeae_7-10-1-b__FP929047",TRUE
"99","UPMZ01.5950.1_6/3-237","UPMZ01","SAMEA2737808","['Gordonibacter_pamelaeae__GrdPame5']",0.00337426070191466,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"100","UPMZ01.79208.1_1/11-136","UPMZ01","SAMEA2737808","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"101","UPMZ01.44144.1_1/64-137","UPMZ01","SAMEA2737808","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"102","ORSC01.82376.1_1/1-172","ORSC01","SAMEA2338681","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"103","OYMM01.161.1_3/65-438","OYMM01","SAMN06165493","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.012202,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"104","OYMM01.161.1_2/11-266","OYMM01","SAMN06165493","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0540590545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"105","OYMM01.4356.1_1/53-210","OYMM01","SAMN06165493","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"106","OYMM01.4732.1_1/11-160","OYMM01","SAMN06165493","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"107","UEYD01.35306.1_1/33-281","UEYD01","SAMN06115506","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"108","OPSF01.12557.1_1/64-428","OPSF01","SAMEA2042111","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0587450545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"109","QWCE01.3417.1_7/64-437","QWCE01","SAMN09866716","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"110","QWCE01.34300.1_2/44-392","QWCE01","SAMN09866716","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.28763098423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"111","QWCE01.3417.1_6/11-266","QWCE01","SAMN09866716","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"112","QWCE01.148739.1_1/3-193","QWCE01","SAMN09866716","['Gordonibacter_pamelaeae__GrdPame5']",0.277239376715172,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"113","QWCE01.143185.1_1/1-188","QWCE01","SAMN09866716","['Gordonibacter_pamelaeae__GrdPame5']",0.379795376715171,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"114","QWCE01.34300.1_3/4-136","QWCE01","SAMN09866716","['QUERY___Thermodesulfobium_narugense_dsrA']",1.383714,TRUE,"QUERY___Thermodesulfobium_narugense_dsrA",TRUE
"115","OWCY01.6912.1_3/63-436","OWCY01","SAMEA3708620","['Desulfovibrio_piger__DslPige2']",0.021585189917109,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"116","OWCY01.6912.1_2/11-266","OWCY01","SAMEA3708620","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.02778,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"117","OWCY01.44532.1_1/11-266","OWCY01","SAMEA3708620","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"118","ORRJ01.13417.1_2/63-436","ORRJ01","SAMEA2338649","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.02452,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"119","ORRJ01.22585.1_1/1-245","ORRJ01","SAMEA2338649","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.033423,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
